product_id,description,product_type,qantity_available
P002298,Table Oak,Livingroom,4
P002299,Couch Green cloth,Livingroom,10
P002300,Dining table Plastic,Kitchen,23
P002301,Stool Black ash,Kitchen,12
P002302,Chair Red leather,Livingroom,21
P002303,Table Oak,Livingroom,4
P002304,Couch Green cloth,Livingroom,10
P002305,Dining table Plastic,Kitchen,23
P002306,Stool Black ash,Kitchen,12
P002307,Chair Red leather,Livingroom,21
P002308,Table Oak,Livingroom,4
P002309,Couch Green cloth,Livingroom,10
P002310,Dining table Plastic,Kitchen,23
P002311,Stool Black ash,Kitchen,12
P002312,Chair Red leather,Livingroom,21
P002313,Table Oak,Livingroom,4
P002314,Couch Green cloth,Livingroom,10
P002315,Dining table Plastic,Kitchen,23
P002316,Stool Black ash,Kitchen,12
P002317,Chair Red leather,Livingroom,21
P002318,Table Oak,Livingroom,4
P002319,Couch Green cloth,Livingroom,10
P002320,Dining table Plastic,Kitchen,23
P002321,Stool Black ash,Kitchen,12
P002322,Chair Red leather,Livingroom,21
P002323,Table Oak,Livingroom,4
P002324,Couch Green cloth,Livingroom,10
P002325,Dining table Plastic,Kitchen,23
P002326,Stool Black ash,Kitchen,12
P002327,Chair Red leather,Livingroom,21
P002328,Table Oak,Livingroom,4
P002329,Couch Green cloth,Livingroom,10
P002330,Dining table Plastic,Kitchen,23
P002331,Stool Black ash,Kitchen,12
P002332,Chair Red leather,Livingroom,21
P002333,Table Oak,Livingroom,4
P002334,Couch Green cloth,Livingroom,10
P002335,Dining table Plastic,Kitchen,23
P002336,Stool Black ash,Kitchen,12
P002337,Chair Red leather,Livingroom,21
P002338,Table Oak,Livingroom,4
P002339,Couch Green cloth,Livingroom,10
P002340,Dining table Plastic,Kitchen,23
P002341,Stool Black ash,Kitchen,12
P002342,Chair Red leather,Livingroom,21
P002343,Table Oak,Livingroom,4
P002344,Couch Green cloth,Livingroom,10
P002345,Dining table Plastic,Kitchen,23
P002346,Stool Black ash,Kitchen,12
P002347,Chair Red leather,Livingroom,21
P002348,Table Oak,Livingroom,4
P002349,Couch Green cloth,Livingroom,10
P002350,Dining table Plastic,Kitchen,23
P002351,Stool Black ash,Kitchen,12
P002352,Chair Red leather,Livingroom,21
P002353,Table Oak,Livingroom,4
P002354,Couch Green cloth,Livingroom,10
P002355,Dining table Plastic,Kitchen,23
P002356,Stool Black ash,Kitchen,12
P002357,Chair Red leather,Livingroom,21
P002358,Table Oak,Livingroom,4
P002359,Couch Green cloth,Livingroom,10
P002360,Dining table Plastic,Kitchen,23
P002361,Stool Black ash,Kitchen,12
P002362,Chair Red leather,Livingroom,21
P002363,Table Oak,Livingroom,4
P002364,Couch Green cloth,Livingroom,10
P002365,Dining table Plastic,Kitchen,23
P002366,Stool Black ash,Kitchen,12
P002367,Chair Red leather,Livingroom,21
P002368,Table Oak,Livingroom,4
P002369,Couch Green cloth,Livingroom,10
P002370,Dining table Plastic,Kitchen,23
P002371,Stool Black ash,Kitchen,12
P002372,Chair Red leather,Livingroom,21
P002373,Table Oak,Livingroom,4
P002374,Couch Green cloth,Livingroom,10
P002375,Dining table Plastic,Kitchen,23
P002376,Stool Black ash,Kitchen,12
P002377,Chair Red leather,Livingroom,21
P002378,Table Oak,Livingroom,4
P002379,Couch Green cloth,Livingroom,10
P002380,Dining table Plastic,Kitchen,23
P002381,Stool Black ash,Kitchen,12
P002382,Chair Red leather,Livingroom,21
P002383,Table Oak,Livingroom,4
P002384,Couch Green cloth,Livingroom,10
P002385,Dining table Plastic,Kitchen,23
P002386,Stool Black ash,Kitchen,12
P002387,Chair Red leather,Livingroom,21
P002388,Table Oak,Livingroom,4
P002389,Couch Green cloth,Livingroom,10
P002390,Dining table Plastic,Kitchen,23
P002391,Stool Black ash,Kitchen,12
P002392,Chair Red leather,Livingroom,21
P002393,Table Oak,Livingroom,4
P002394,Couch Green cloth,Livingroom,10
P002395,Dining table Plastic,Kitchen,23
P002396,Stool Black ash,Kitchen,12
P002397,Chair Red leather,Livingroom,21
P002398,Table Oak,Livingroom,4
P002399,Couch Green cloth,Livingroom,10
P002400,Dining table Plastic,Kitchen,23
P002401,Stool Black ash,Kitchen,12
P002402,Chair Red leather,Livingroom,21
P002403,Table Oak,Livingroom,4
P002404,Couch Green cloth,Livingroom,10
P002405,Dining table Plastic,Kitchen,23
P002406,Stool Black ash,Kitchen,12
P002407,Chair Red leather,Livingroom,21
P002408,Table Oak,Livingroom,4
P002409,Couch Green cloth,Livingroom,10
P002410,Dining table Plastic,Kitchen,23
P002411,Stool Black ash,Kitchen,12
P002412,Chair Red leather,Livingroom,21
P002413,Table Oak,Livingroom,4
P002414,Couch Green cloth,Livingroom,10
P002415,Dining table Plastic,Kitchen,23
P002416,Stool Black ash,Kitchen,12
P002417,Chair Red leather,Livingroom,21
P002418,Table Oak,Livingroom,4
P002419,Couch Green cloth,Livingroom,10
P002420,Dining table Plastic,Kitchen,23
P002421,Stool Black ash,Kitchen,12
P002422,Chair Red leather,Livingroom,21
P002423,Table Oak,Livingroom,4
P002424,Couch Green cloth,Livingroom,10
P002425,Dining table Plastic,Kitchen,23
P002426,Stool Black ash,Kitchen,12
P002427,Chair Red leather,Livingroom,21
P002428,Table Oak,Livingroom,4
P002429,Couch Green cloth,Livingroom,10
P002430,Dining table Plastic,Kitchen,23
P002431,Stool Black ash,Kitchen,12
P002432,Chair Red leather,Livingroom,21
P002433,Table Oak,Livingroom,4
P002434,Couch Green cloth,Livingroom,10
P002435,Dining table Plastic,Kitchen,23
P002436,Stool Black ash,Kitchen,12
P002437,Chair Red leather,Livingroom,21
P002438,Table Oak,Livingroom,4
P002439,Couch Green cloth,Livingroom,10
P002440,Dining table Plastic,Kitchen,23
P002441,Stool Black ash,Kitchen,12
P002442,Chair Red leather,Livingroom,21
P002443,Table Oak,Livingroom,4
P002444,Couch Green cloth,Livingroom,10
P002445,Dining table Plastic,Kitchen,23
P002446,Stool Black ash,Kitchen,12
P002447,Chair Red leather,Livingroom,21
P002448,Table Oak,Livingroom,4
P002449,Couch Green cloth,Livingroom,10
P002450,Dining table Plastic,Kitchen,23
P002451,Stool Black ash,Kitchen,12
P002452,Chair Red leather,Livingroom,21
P002453,Table Oak,Livingroom,4
P002454,Couch Green cloth,Livingroom,10
P002455,Dining table Plastic,Kitchen,23
P002456,Stool Black ash,Kitchen,12
P002457,Chair Red leather,Livingroom,21
P002458,Table Oak,Livingroom,4
P002459,Couch Green cloth,Livingroom,10
P002460,Dining table Plastic,Kitchen,23
P002461,Stool Black ash,Kitchen,12
P002462,Chair Red leather,Livingroom,21
P002463,Table Oak,Livingroom,4
P002464,Couch Green cloth,Livingroom,10
P002465,Dining table Plastic,Kitchen,23
P002466,Stool Black ash,Kitchen,12
P002467,Chair Red leather,Livingroom,21
P002468,Table Oak,Livingroom,4
P002469,Couch Green cloth,Livingroom,10
P002470,Dining table Plastic,Kitchen,23
P002471,Stool Black ash,Kitchen,12
P002472,Chair Red leather,Livingroom,21
P002473,Table Oak,Livingroom,4
P002474,Couch Green cloth,Livingroom,10
P002475,Dining table Plastic,Kitchen,23
P002476,Stool Black ash,Kitchen,12
P002477,Chair Red leather,Livingroom,21
P002478,Table Oak,Livingroom,4
P002479,Couch Green cloth,Livingroom,10
P002480,Dining table Plastic,Kitchen,23
P002481,Stool Black ash,Kitchen,12
P002482,Chair Red leather,Livingroom,21
P002483,Table Oak,Livingroom,4
P002484,Couch Green cloth,Livingroom,10
P002485,Dining table Plastic,Kitchen,23
P002486,Stool Black ash,Kitchen,12
P002487,Chair Red leather,Livingroom,21
P002488,Table Oak,Livingroom,4
P002489,Couch Green cloth,Livingroom,10
P002490,Dining table Plastic,Kitchen,23
P002491,Stool Black ash,Kitchen,12
P002492,Chair Red leather,Livingroom,21
P002493,Table Oak,Livingroom,4
P002494,Couch Green cloth,Livingroom,10
P002495,Dining table Plastic,Kitchen,23
P002496,Stool Black ash,Kitchen,12
P002497,Chair Red leather,Livingroom,21
P002498,Table Oak,Livingroom,4
P002499,Couch Green cloth,Livingroom,10
P002500,Dining table Plastic,Kitchen,23
P002501,Stool Black ash,Kitchen,12
P002502,Chair Red leather,Livingroom,21
P002503,Table Oak,Livingroom,4
P002504,Couch Green cloth,Livingroom,10
P002505,Dining table Plastic,Kitchen,23
P002506,Stool Black ash,Kitchen,12
P002507,Chair Red leather,Livingroom,21
P002508,Table Oak,Livingroom,4
P002509,Couch Green cloth,Livingroom,10
P002510,Dining table Plastic,Kitchen,23
P002511,Stool Black ash,Kitchen,12
P002512,Chair Red leather,Livingroom,21
P002513,Table Oak,Livingroom,4
P002514,Couch Green cloth,Livingroom,10
P002515,Dining table Plastic,Kitchen,23
P002516,Stool Black ash,Kitchen,12
P002517,Chair Red leather,Livingroom,21
P002518,Table Oak,Livingroom,4
P002519,Couch Green cloth,Livingroom,10
P002520,Dining table Plastic,Kitchen,23
P002521,Stool Black ash,Kitchen,12
P002522,Chair Red leather,Livingroom,21
P002523,Table Oak,Livingroom,4
P002524,Couch Green cloth,Livingroom,10
P002525,Dining table Plastic,Kitchen,23
P002526,Stool Black ash,Kitchen,12
P002527,Chair Red leather,Livingroom,21
P002528,Table Oak,Livingroom,4
P002529,Couch Green cloth,Livingroom,10
P002530,Dining table Plastic,Kitchen,23
P002531,Stool Black ash,Kitchen,12
P002532,Chair Red leather,Livingroom,21
P002533,Table Oak,Livingroom,4
P002534,Couch Green cloth,Livingroom,10
P002535,Dining table Plastic,Kitchen,23
P002536,Stool Black ash,Kitchen,12
P002537,Chair Red leather,Livingroom,21
P002538,Table Oak,Livingroom,4
P002539,Couch Green cloth,Livingroom,10
P002540,Dining table Plastic,Kitchen,23
P002541,Stool Black ash,Kitchen,12
P002542,Chair Red leather,Livingroom,21
P002543,Table Oak,Livingroom,4
P002544,Couch Green cloth,Livingroom,10
P002545,Dining table Plastic,Kitchen,23
P002546,Stool Black ash,Kitchen,12
P002547,Chair Red leather,Livingroom,21
P002548,Table Oak,Livingroom,4
P002549,Couch Green cloth,Livingroom,10
P002550,Dining table Plastic,Kitchen,23
P002551,Stool Black ash,Kitchen,12
P002552,Chair Red leather,Livingroom,21
P002553,Table Oak,Livingroom,4
P002554,Couch Green cloth,Livingroom,10
P002555,Dining table Plastic,Kitchen,23
P002556,Stool Black ash,Kitchen,12
P002557,Chair Red leather,Livingroom,21
P002558,Table Oak,Livingroom,4
P002559,Couch Green cloth,Livingroom,10
P002560,Dining table Plastic,Kitchen,23
P002561,Stool Black ash,Kitchen,12
P002562,Chair Red leather,Livingroom,21
P002563,Table Oak,Livingroom,4
P002564,Couch Green cloth,Livingroom,10
P002565,Dining table Plastic,Kitchen,23
P002566,Stool Black ash,Kitchen,12
P002567,Chair Red leather,Livingroom,21
P002568,Table Oak,Livingroom,4
P002569,Couch Green cloth,Livingroom,10
P002570,Dining table Plastic,Kitchen,23
P002571,Stool Black ash,Kitchen,12
P002572,Chair Red leather,Livingroom,21
P002573,Table Oak,Livingroom,4
P002574,Couch Green cloth,Livingroom,10
P002575,Dining table Plastic,Kitchen,23
P002576,Stool Black ash,Kitchen,12
P002577,Chair Red leather,Livingroom,21
P002578,Table Oak,Livingroom,4
P002579,Couch Green cloth,Livingroom,10
P002580,Dining table Plastic,Kitchen,23
P002581,Stool Black ash,Kitchen,12
P002582,Chair Red leather,Livingroom,21
P002583,Table Oak,Livingroom,4
P002584,Couch Green cloth,Livingroom,10
P002585,Dining table Plastic,Kitchen,23
P002586,Stool Black ash,Kitchen,12
P002587,Chair Red leather,Livingroom,21
P002588,Table Oak,Livingroom,4
P002589,Couch Green cloth,Livingroom,10
P002590,Dining table Plastic,Kitchen,23
P002591,Stool Black ash,Kitchen,12
P002592,Chair Red leather,Livingroom,21
P002593,Table Oak,Livingroom,4
P002594,Couch Green cloth,Livingroom,10
P002595,Dining table Plastic,Kitchen,23
P002596,Stool Black ash,Kitchen,12
P002597,Chair Red leather,Livingroom,21
P002598,Table Oak,Livingroom,4
P002599,Couch Green cloth,Livingroom,10
P002600,Dining table Plastic,Kitchen,23
P002601,Stool Black ash,Kitchen,12
P002602,Chair Red leather,Livingroom,21
P002603,Table Oak,Livingroom,4
P002604,Couch Green cloth,Livingroom,10
P002605,Dining table Plastic,Kitchen,23
P002606,Stool Black ash,Kitchen,12
P002607,Chair Red leather,Livingroom,21
P002608,Table Oak,Livingroom,4
P002609,Couch Green cloth,Livingroom,10
P002610,Dining table Plastic,Kitchen,23
P002611,Stool Black ash,Kitchen,12
P002612,Chair Red leather,Livingroom,21
P002613,Table Oak,Livingroom,4
P002614,Couch Green cloth,Livingroom,10
P002615,Dining table Plastic,Kitchen,23
P002616,Stool Black ash,Kitchen,12
P002617,Chair Red leather,Livingroom,21
P002618,Table Oak,Livingroom,4
P002619,Couch Green cloth,Livingroom,10
P002620,Dining table Plastic,Kitchen,23
P002621,Stool Black ash,Kitchen,12
P002622,Chair Red leather,Livingroom,21
P002623,Table Oak,Livingroom,4
P002624,Couch Green cloth,Livingroom,10
P002625,Dining table Plastic,Kitchen,23
P002626,Stool Black ash,Kitchen,12
P002627,Chair Red leather,Livingroom,21
P002628,Table Oak,Livingroom,4
P002629,Couch Green cloth,Livingroom,10
P002630,Dining table Plastic,Kitchen,23
P002631,Stool Black ash,Kitchen,12
P002632,Chair Red leather,Livingroom,21
P002633,Table Oak,Livingroom,4
P002634,Couch Green cloth,Livingroom,10
P002635,Dining table Plastic,Kitchen,23
P002636,Stool Black ash,Kitchen,12
P002637,Chair Red leather,Livingroom,21
P002638,Table Oak,Livingroom,4
P002639,Couch Green cloth,Livingroom,10
P002640,Dining table Plastic,Kitchen,23
P002641,Stool Black ash,Kitchen,12
P002642,Chair Red leather,Livingroom,21
P002643,Table Oak,Livingroom,4
P002644,Couch Green cloth,Livingroom,10
P002645,Dining table Plastic,Kitchen,23
P002646,Stool Black ash,Kitchen,12
P002647,Chair Red leather,Livingroom,21
P002648,Table Oak,Livingroom,4
P002649,Couch Green cloth,Livingroom,10
P002650,Dining table Plastic,Kitchen,23
P002651,Stool Black ash,Kitchen,12
P002652,Chair Red leather,Livingroom,21
P002653,Table Oak,Livingroom,4
P002654,Couch Green cloth,Livingroom,10
P002655,Dining table Plastic,Kitchen,23
P002656,Stool Black ash,Kitchen,12
P002657,Chair Red leather,Livingroom,21
P002658,Table Oak,Livingroom,4
P002659,Couch Green cloth,Livingroom,10
P002660,Dining table Plastic,Kitchen,23
P002661,Stool Black ash,Kitchen,12
P002662,Chair Red leather,Livingroom,21
P002663,Table Oak,Livingroom,4
P002664,Couch Green cloth,Livingroom,10
P002665,Dining table Plastic,Kitchen,23
P002666,Stool Black ash,Kitchen,12
P002667,Chair Red leather,Livingroom,21
P002668,Table Oak,Livingroom,4
P002669,Couch Green cloth,Livingroom,10
P002670,Dining table Plastic,Kitchen,23
P002671,Stool Black ash,Kitchen,12
P002672,Chair Red leather,Livingroom,21
P002673,Table Oak,Livingroom,4
P002674,Couch Green cloth,Livingroom,10
P002675,Dining table Plastic,Kitchen,23
P002676,Stool Black ash,Kitchen,12
P002677,Chair Red leather,Livingroom,21
P002678,Table Oak,Livingroom,4
P002679,Couch Green cloth,Livingroom,10
P002680,Dining table Plastic,Kitchen,23
P002681,Stool Black ash,Kitchen,12
P002682,Chair Red leather,Livingroom,21
P002683,Table Oak,Livingroom,4
P002684,Couch Green cloth,Livingroom,10
P002685,Dining table Plastic,Kitchen,23
P002686,Stool Black ash,Kitchen,12
P002687,Chair Red leather,Livingroom,21
P002688,Table Oak,Livingroom,4
P002689,Couch Green cloth,Livingroom,10
P002690,Dining table Plastic,Kitchen,23
P002691,Stool Black ash,Kitchen,12
P002692,Chair Red leather,Livingroom,21
P002693,Table Oak,Livingroom,4
P002694,Couch Green cloth,Livingroom,10
P002695,Dining table Plastic,Kitchen,23
P002696,Stool Black ash,Kitchen,12
P002697,Chair Red leather,Livingroom,21
P002698,Table Oak,Livingroom,4
P002699,Couch Green cloth,Livingroom,10
P002700,Dining table Plastic,Kitchen,23
P002701,Stool Black ash,Kitchen,12
P002702,Chair Red leather,Livingroom,21
P002703,Table Oak,Livingroom,4
P002704,Couch Green cloth,Livingroom,10
P002705,Dining table Plastic,Kitchen,23
P002706,Stool Black ash,Kitchen,12
P002707,Chair Red leather,Livingroom,21
P002708,Table Oak,Livingroom,4
P002709,Couch Green cloth,Livingroom,10
P002710,Dining table Plastic,Kitchen,23
P002711,Stool Black ash,Kitchen,12
P002712,Chair Red leather,Livingroom,21
P002713,Table Oak,Livingroom,4
P002714,Couch Green cloth,Livingroom,10
P002715,Dining table Plastic,Kitchen,23
P002716,Stool Black ash,Kitchen,12
P002717,Chair Red leather,Livingroom,21
P002718,Table Oak,Livingroom,4
P002719,Couch Green cloth,Livingroom,10
P002720,Dining table Plastic,Kitchen,23
P002721,Stool Black ash,Kitchen,12
P002722,Chair Red leather,Livingroom,21
P002723,Table Oak,Livingroom,4
P002724,Couch Green cloth,Livingroom,10
P002725,Dining table Plastic,Kitchen,23
P002726,Stool Black ash,Kitchen,12
P002727,Chair Red leather,Livingroom,21
P002728,Table Oak,Livingroom,4
P002729,Couch Green cloth,Livingroom,10
P002730,Dining table Plastic,Kitchen,23
P002731,Stool Black ash,Kitchen,12
P002732,Chair Red leather,Livingroom,21
P002733,Table Oak,Livingroom,4
P002734,Couch Green cloth,Livingroom,10
P002735,Dining table Plastic,Kitchen,23
P002736,Stool Black ash,Kitchen,12
P002737,Chair Red leather,Livingroom,21
P002738,Table Oak,Livingroom,4
P002739,Couch Green cloth,Livingroom,10
P002740,Dining table Plastic,Kitchen,23
P002741,Stool Black ash,Kitchen,12
P002742,Chair Red leather,Livingroom,21
P002743,Table Oak,Livingroom,4
P002744,Couch Green cloth,Livingroom,10
P002745,Dining table Plastic,Kitchen,23
P002746,Stool Black ash,Kitchen,12
P002747,Chair Red leather,Livingroom,21
P002748,Table Oak,Livingroom,4
P002749,Couch Green cloth,Livingroom,10
P002750,Dining table Plastic,Kitchen,23
P002751,Stool Black ash,Kitchen,12
P002752,Chair Red leather,Livingroom,21
P002753,Table Oak,Livingroom,4
P002754,Couch Green cloth,Livingroom,10
P002755,Dining table Plastic,Kitchen,23
P002756,Stool Black ash,Kitchen,12
P002757,Chair Red leather,Livingroom,21
P002758,Table Oak,Livingroom,4
P002759,Couch Green cloth,Livingroom,10
P002760,Dining table Plastic,Kitchen,23
P002761,Stool Black ash,Kitchen,12
P002762,Chair Red leather,Livingroom,21
P002763,Table Oak,Livingroom,4
P002764,Couch Green cloth,Livingroom,10
P002765,Dining table Plastic,Kitchen,23
P002766,Stool Black ash,Kitchen,12
P002767,Chair Red leather,Livingroom,21
P002768,Table Oak,Livingroom,4
P002769,Couch Green cloth,Livingroom,10
P002770,Dining table Plastic,Kitchen,23
P002771,Chair Red leather,Livingroom,21
P002772,Table Oak,Livingroom,4
P002773,Couch Green cloth,Livingroom,10
P002774,Dining table Plastic,Kitchen,23
P002775,Stool Black ash,Kitchen,12
P002776,Chair Red leather,Livingroom,21
P002777,Table Oak,Livingroom,4
P002778,Couch Green cloth,Livingroom,10
P002779,Dining table Plastic,Kitchen,23
P002780,Stool Black ash,Kitchen,12
P002781,Chair Red leather,Livingroom,21
P002782,Table Oak,Livingroom,4
P002783,Couch Green cloth,Livingroom,10
P002784,Dining table Plastic,Kitchen,23
P002785,Stool Black ash,Kitchen,12
P002786,Chair Red leather,Livingroom,21
P002787,Table Oak,Livingroom,4
P002788,Couch Green cloth,Livingroom,10
P002789,Dining table Plastic,Kitchen,23
P002790,Stool Black ash,Kitchen,12
P002791,Chair Red leather,Livingroom,21
P002792,Table Oak,Livingroom,4
P002793,Couch Green cloth,Livingroom,10
P002794,Dining table Plastic,Kitchen,23
P002795,Stool Black ash,Kitchen,12
P002796,Chair Red leather,Livingroom,21
P002797,Table Oak,Livingroom,4
P002798,Couch Green cloth,Livingroom,10
P002799,Dining table Plastic,Kitchen,23
P002800,Stool Black ash,Kitchen,12
P002801,Chair Red leather,Livingroom,21
P002802,Table Oak,Livingroom,4
P002803,Couch Green cloth,Livingroom,10
P002804,Dining table Plastic,Kitchen,23
P002805,Stool Black ash,Kitchen,12
P002806,Chair Red leather,Livingroom,21
P002807,Table Oak,Livingroom,4
P002808,Couch Green cloth,Livingroom,10
